region,area,suburb,postcode,route,classification,expected minutes,actual visible minutes,html exists,mismatch,both 60 and 90 confusingly present,guarantee wording,office/depot wording,needs owner review
Liverpool & Fairfield,Liverpool,Sadleir,2168,/service-areas/liverpool-and-fairfield/liverpool/sadleir,core,60,60,yes,no,no,no,no,no
Liverpool & Fairfield,Liverpool,Voyager Point,2172,/service-areas/liverpool-and-fairfield/liverpool/voyager-point,core,60,60,yes,no,no,no,no,no
Liverpool & Fairfield,Liverpool,Wallacia,2745,/service-areas/liverpool-and-fairfield/liverpool/wallacia,core,60,60,yes,no,no,no,no,no
Liverpool & Fairfield,Liverpool,Warwick Farm,2170,/service-areas/liverpool-and-fairfield/liverpool/warwick-farm,core,60,60,yes,no,no,no,no,no
Liverpool & Fairfield,Liverpool,Wattle Grove,2173,/service-areas/liverpool-and-fairfield/liverpool/wattle-grove,core,60,60,yes,no,no,no,no,no
Liverpool & Fairfield,Liverpool,West Hoxton,2171,/service-areas/liverpool-and-fairfield/liverpool/west-hoxton,core,60,60,yes,no,no,no,no,no
"Macarthur, Camden & Wollondilly",Camden,Bringelly,2556,/service-areas/macarthur-camden-and-wollondilly/camden/bringelly,greater,90,90,yes,no,no,no,no,no
"Macarthur, Camden & Wollondilly",Camden,Camden,2570,/service-areas/macarthur-camden-and-wollondilly/camden/camden,greater,90,90,yes,no,no,no,no,no
"Macarthur, Camden & Wollondilly",Camden,Camden South,2570,/service-areas/macarthur-camden-and-wollondilly/camden/camden-south,greater,90,90,yes,no,no,no,no,no
"Macarthur, Camden & Wollondilly",Camden,Catherine Field,2557,/service-areas/macarthur-camden-and-wollondilly/camden/catherine-field,greater,90,90,yes,no,no,no,no,no
"Macarthur, Camden & Wollondilly",Camden,Cawdor,2570,/service-areas/macarthur-camden-and-wollondilly/camden/cawdor,greater,90,90,yes,no,no,no,no,no
"Macarthur, Camden & Wollondilly",Camden,Cobbitty,2570,/service-areas/macarthur-camden-and-wollondilly/camden/cobbitty,greater,90,90,yes,no,no,no,no,no
"Macarthur, Camden & Wollondilly",Camden,Currans Hill,2567,/service-areas/macarthur-camden-and-wollondilly/camden/currans-hill,greater,90,90,yes,no,no,no,no,no
"Macarthur, Camden & Wollondilly",Camden,Elderslie,2570,/service-areas/macarthur-camden-and-wollondilly/camden/elderslie,greater,90,90,yes,no,no,no,no,no
"Macarthur, Camden & Wollondilly",Camden,Ellis Lane,2570,/service-areas/macarthur-camden-and-wollondilly/camden/ellis-lane,greater,90,90,yes,no,no,no,no,no
"Macarthur, Camden & Wollondilly",Camden,Gledswood Hills,2557,/service-areas/macarthur-camden-and-wollondilly/camden/gledswood-hills,greater,90,90,yes,no,no,no,no,no
"Macarthur, Camden & Wollondilly",Camden,Grasmere,2570,/service-areas/macarthur-camden-and-wollondilly/camden/grasmere,greater,90,90,yes,no,no,no,no,no
"Macarthur, Camden & Wollondilly",Camden,Gregory Hills,2557,/service-areas/macarthur-camden-and-wollondilly/camden/gregory-hills,greater,90,90,yes,no,no,no,no,no
"Macarthur, Camden & Wollondilly",Camden,Harrington Park,2567,/service-areas/macarthur-camden-and-wollondilly/camden/harrington-park,greater,90,90,yes,no,no,no,no,no
"Macarthur, Camden & Wollondilly",Camden,Kirkham,2570,/service-areas/macarthur-camden-and-wollondilly/camden/kirkham,greater,90,90,yes,no,no,no,no,no
"Macarthur, Camden & Wollondilly",Camden,Leppington,2179,/service-areas/macarthur-camden-and-wollondilly/camden/leppington,greater,90,90,yes,no,no,no,no,no
"Macarthur, Camden & Wollondilly",Camden,Mount Annan,2567,/service-areas/macarthur-camden-and-wollondilly/camden/mount-annan,greater,90,90,yes,no,no,no,no,no
"Macarthur, Camden & Wollondilly",Camden,Narellan,2567,/service-areas/macarthur-camden-and-wollondilly/camden/narellan,greater,90,90,yes,no,no,no,no,no
"Macarthur, Camden & Wollondilly",Camden,Narellan Vale,2567,/service-areas/macarthur-camden-and-wollondilly/camden/narellan-vale,greater,90,90,yes,no,no,no,no,no
"Macarthur, Camden & Wollondilly",Camden,Oran Park,2570,/service-areas/macarthur-camden-and-wollondilly/camden/oran-park,greater,90,90,yes,no,no,no,no,no
"Macarthur, Camden & Wollondilly",Camden,Rossmore,2557,/service-areas/macarthur-camden-and-wollondilly/camden/rossmore,greater,90,90,yes,no,no,no,no,no
"Macarthur, Camden & Wollondilly",Camden,Smeaton Grange,2567,/service-areas/macarthur-camden-and-wollondilly/camden/smeaton-grange,greater,90,90,yes,no,no,no,no,no
"Macarthur, Camden & Wollondilly",Camden,Spring Farm,2570,/service-areas/macarthur-camden-and-wollondilly/camden/spring-farm,greater,90,90,yes,no,no,no,no,no
"Macarthur, Camden & Wollondilly",Campbelltown,Airds,2560,/service-areas/macarthur-camden-and-wollondilly/campbelltown/airds,greater,90,90,yes,no,no,no,no,no
"Macarthur, Camden & Wollondilly",Campbelltown,Ambarvale,2560,/service-areas/macarthur-camden-and-wollondilly/campbelltown/ambarvale,greater,90,90,yes,no,no,no,no,no
"Macarthur, Camden & Wollondilly",Campbelltown,Bardia,2565,/service-areas/macarthur-camden-and-wollondilly/campbelltown/bardia,greater,90,90,yes,no,no,no,no,no
"Macarthur, Camden & Wollondilly",Campbelltown,Blair Athol,2560,/service-areas/macarthur-camden-and-wollondilly/campbelltown/blair-athol,greater,90,90,yes,no,no,no,no,no
"Macarthur, Camden & Wollondilly",Campbelltown,Blairmount,2559,/service-areas/macarthur-camden-and-wollondilly/campbelltown/blairmount,greater,90,90,yes,no,no,no,no,no
"Macarthur, Camden & Wollondilly",Campbelltown,Bow Bowing,2566,/service-areas/macarthur-camden-and-wollondilly/campbelltown/bow-bowing,greater,90,90,yes,no,no,no,no,no
"Macarthur, Camden & Wollondilly",Campbelltown,Bradbury,2560,/service-areas/macarthur-camden-and-wollondilly/campbelltown/bradbury,greater,90,90,yes,no,no,no,no,no
"Macarthur, Camden & Wollondilly",Campbelltown,Campbelltown,2560,/service-areas/macarthur-camden-and-wollondilly/campbelltown/campbelltown,greater,90,90,yes,no,no,no,no,no
"Macarthur, Camden & Wollondilly",Campbelltown,Claymore,2559,/service-areas/macarthur-camden-and-wollondilly/campbelltown/claymore,greater,90,90,yes,no,no,no,no,no
"Macarthur, Camden & Wollondilly",Campbelltown,Denham Court,2565,/service-areas/macarthur-camden-and-wollondilly/campbelltown/denham-court,greater,90,90,yes,no,no,no,no,no
"Macarthur, Camden & Wollondilly",Campbelltown,Eagle Vale,2558,/service-areas/macarthur-camden-and-wollondilly/campbelltown/eagle-vale,greater,90,90,yes,no,no,no,no,no
"Macarthur, Camden & Wollondilly",Campbelltown,Englorie Park,2560,/service-areas/macarthur-camden-and-wollondilly/campbelltown/englorie-park,greater,90,90,yes,no,no,no,no,no
"Macarthur, Camden & Wollondilly",Campbelltown,Eschol Park,2558,/service-areas/macarthur-camden-and-wollondilly/campbelltown/eschol-park,greater,90,90,yes,no,no,no,no,no
"Macarthur, Camden & Wollondilly",Campbelltown,Gilead,2560,/service-areas/macarthur-camden-and-wollondilly/campbelltown/gilead,greater,90,90,yes,no,no,no,no,no
"Macarthur, Camden & Wollondilly",Campbelltown,Glen Alpine,2560,/service-areas/macarthur-camden-and-wollondilly/campbelltown/glen-alpine,greater,90,90,yes,no,no,no,no,no
"Macarthur, Camden & Wollondilly",Campbelltown,Glenfield,2167,/service-areas/macarthur-camden-and-wollondilly/campbelltown/glenfield,greater,90,90,yes,no,no,no,no,no
"Macarthur, Camden & Wollondilly",Campbelltown,Holsworthy,2173,/service-areas/macarthur-camden-and-wollondilly/campbelltown/holsworthy,greater,90,90,yes,no,no,no,no,no
"Macarthur, Camden & Wollondilly",Campbelltown,Ingleburn,2565,/service-areas/macarthur-camden-and-wollondilly/campbelltown/ingleburn,greater,90,90,yes,no,no,no,no,no
"Macarthur, Camden & Wollondilly",Campbelltown,Kearns,2558,/service-areas/macarthur-camden-and-wollondilly/campbelltown/kearns,greater,90,90,yes,no,no,no,no,no
"Macarthur, Camden & Wollondilly",Campbelltown,Kentlyn,2560,/service-areas/macarthur-camden-and-wollondilly/campbelltown/kentlyn,greater,90,90,yes,no,no,no,no,no
"Macarthur, Camden & Wollondilly",Campbelltown,Leumeah,2560,/service-areas/macarthur-camden-and-wollondilly/campbelltown/leumeah,greater,90,90,yes,no,no,no,no,no
"Macarthur, Camden & Wollondilly",Campbelltown,Long Point,2564,/service-areas/macarthur-camden-and-wollondilly/campbelltown/long-point,greater,90,90,yes,no,no,no,no,no
"Macarthur, Camden & Wollondilly",Campbelltown,Macquarie Fields,2564,/service-areas/macarthur-camden-and-wollondilly/campbelltown/macquarie-fields,greater,90,90,yes,no,no,no,no,no
"Macarthur, Camden & Wollondilly",Campbelltown,Macquarie Links,2565,/service-areas/macarthur-camden-and-wollondilly/campbelltown/macquarie-links,greater,90,90,yes,no,no,no,no,no
"Macarthur, Camden & Wollondilly",Campbelltown,Menangle Park,2563,/service-areas/macarthur-camden-and-wollondilly/campbelltown/menangle-park,greater,90,90,yes,no,no,no,no,no
"Macarthur, Camden & Wollondilly",Campbelltown,Minto,2566,/service-areas/macarthur-camden-and-wollondilly/campbelltown/minto,greater,90,90,yes,no,no,no,no,no
"Macarthur, Camden & Wollondilly",Campbelltown,Minto Heights,2566,/service-areas/macarthur-camden-and-wollondilly/campbelltown/minto-heights,greater,90,90,yes,no,no,no,no,no
"Macarthur, Camden & Wollondilly",Campbelltown,Raby,2566,/service-areas/macarthur-camden-and-wollondilly/campbelltown/raby,greater,90,90,yes,no,no,no,no,no
"Macarthur, Camden & Wollondilly",Campbelltown,Rosemeadow,2560,/service-areas/macarthur-camden-and-wollondilly/campbelltown/rosemeadow,greater,90,90,yes,no,no,no,no,no
"Macarthur, Camden & Wollondilly",Campbelltown,Ruse,2560,/service-areas/macarthur-camden-and-wollondilly/campbelltown/ruse,greater,90,90,yes,no,no,no,no,no
"Macarthur, Camden & Wollondilly",Campbelltown,St Andrews,2566,/service-areas/macarthur-camden-and-wollondilly/campbelltown/st-andrews,greater,90,90,yes,no,no,no,no,no
"Macarthur, Camden & Wollondilly",Campbelltown,St Helens Park,2560,/service-areas/macarthur-camden-and-wollondilly/campbelltown/st-helens-park,greater,90,90,yes,no,no,no,no,no
"Macarthur, Camden & Wollondilly",Campbelltown,Varroville,2566,/service-areas/macarthur-camden-and-wollondilly/campbelltown/varroville,greater,90,90,yes,no,no,no,no,no
"Macarthur, Camden & Wollondilly",Campbelltown,Wedderburn,2560,/service-areas/macarthur-camden-and-wollondilly/campbelltown/wedderburn,greater,90,90,yes,no,no,no,no,no
"Macarthur, Camden & Wollondilly",Campbelltown,Woodbine,2560,/service-areas/macarthur-camden-and-wollondilly/campbelltown/woodbine,greater,90,90,yes,no,no,no,no,no
"Macarthur, Camden & Wollondilly",Campbelltown,Woronora Dam,2508,/service-areas/macarthur-camden-and-wollondilly/campbelltown/woronora-dam,greater,90,90,yes,no,no,no,no,no
"Macarthur, Camden & Wollondilly",Wollondilly,Appin,2560,/service-areas/macarthur-camden-and-wollondilly/wollondilly/appin,greater,90,90,yes,no,no,no,no,no
"Macarthur, Camden & Wollondilly",Wollondilly,Belimbla Park,2570,/service-areas/macarthur-camden-and-wollondilly/wollondilly/belimbla-park,greater,90,90,yes,no,no,no,no,no
"Macarthur, Camden & Wollondilly",Wollondilly,Brownlow Hill,2570,/service-areas/macarthur-camden-and-wollondilly/wollondilly/brownlow-hill,greater,90,90,yes,no,no,no,no,no
"Macarthur, Camden & Wollondilly",Wollondilly,Camden Park,2570,/service-areas/macarthur-camden-and-wollondilly/wollondilly/camden-park,greater,90,90,yes,no,no,no,no,no
"Macarthur, Camden & Wollondilly",Wollondilly,Cataract,2560,/service-areas/macarthur-camden-and-wollondilly/wollondilly/cataract,greater,90,90,yes,no,no,no,no,no
"Macarthur, Camden & Wollondilly",Wollondilly,Couridjah,2571,/service-areas/macarthur-camden-and-wollondilly/wollondilly/couridjah,greater,90,90,yes,no,no,no,no,no
"Macarthur, Camden & Wollondilly",Wollondilly,Douglas Park,2569,/service-areas/macarthur-camden-and-wollondilly/wollondilly/douglas-park,greater,90,90,yes,no,no,no,no,no
"Macarthur, Camden & Wollondilly",Wollondilly,Glenmore,2570,/service-areas/macarthur-camden-and-wollondilly/wollondilly/glenmore,greater,90,90,yes,no,no,no,no,no
"Macarthur, Camden & Wollondilly",Wollondilly,Lakesland,2572,/service-areas/macarthur-camden-and-wollondilly/wollondilly/lakesland,greater,90,90,yes,no,no,no,no,no
"Macarthur, Camden & Wollondilly",Wollondilly,Maldon,2571,/service-areas/macarthur-camden-and-wollondilly/wollondilly/maldon,greater,90,90,yes,no,no,no,no,no
"Macarthur, Camden & Wollondilly",Wollondilly,Menangle,2568,/service-areas/macarthur-camden-and-wollondilly/wollondilly/menangle,greater,90,90,yes,no,no,no,no,no
"Macarthur, Camden & Wollondilly",Wollondilly,Mount Hunter,2570,/service-areas/macarthur-camden-and-wollondilly/wollondilly/mount-hunter,greater,90,90,yes,no,no,no,no,no
"Macarthur, Camden & Wollondilly",Wollondilly,Mowbray Park,2571,/service-areas/macarthur-camden-and-wollondilly/wollondilly/mowbray-park,greater,90,90,yes,no,no,no,no,no
"Macarthur, Camden & Wollondilly",Wollondilly,Nattai,2570,/service-areas/macarthur-camden-and-wollondilly/wollondilly/nattai,greater,90,90,yes,no,no,no,no,no
"Macarthur, Camden & Wollondilly",Wollondilly,Oakdale,2570,/service-areas/macarthur-camden-and-wollondilly/wollondilly/oakdale,greater,90,90,yes,no,no,no,no,no
"Macarthur, Camden & Wollondilly",Wollondilly,Orangeville,2570,/service-areas/macarthur-camden-and-wollondilly/wollondilly/orangeville,greater,90,90,yes,no,no,no,no,no
"Macarthur, Camden & Wollondilly",Wollondilly,Pheasants Nest,2574,/service-areas/macarthur-camden-and-wollondilly/wollondilly/pheasants-nest,greater,90,90,yes,no,no,no,no,no
"Macarthur, Camden & Wollondilly",Wollondilly,Picton,2571,/service-areas/macarthur-camden-and-wollondilly/wollondilly/picton,greater,90,90,yes,no,no,no,no,no
"Macarthur, Camden & Wollondilly",Wollondilly,Razorback,2571,/service-areas/macarthur-camden-and-wollondilly/wollondilly/razorback,greater,90,90,yes,no,no,no,no,no
"Macarthur, Camden & Wollondilly",Wollondilly,Silverdale,2752,/service-areas/macarthur-camden-and-wollondilly/wollondilly/silverdale,greater,90,90,yes,no,no,no,no,no
"Macarthur, Camden & Wollondilly",Wollondilly,Tahmoor,2573,/service-areas/macarthur-camden-and-wollondilly/wollondilly/tahmoor,greater,90,90,yes,no,no,no,no,no
"Macarthur, Camden & Wollondilly",Wollondilly,The Oaks,2570,/service-areas/macarthur-camden-and-wollondilly/wollondilly/the-oaks,greater,90,90,yes,no,no,no,no,no
"Macarthur, Camden & Wollondilly",Wollondilly,Theresa Park,2570,/service-areas/macarthur-camden-and-wollondilly/wollondilly/theresa-park,greater,90,90,yes,no,no,no,no,no
"Macarthur, Camden & Wollondilly",Wollondilly,Thirlmere,2572,/service-areas/macarthur-camden-and-wollondilly/wollondilly/thirlmere,greater,90,90,yes,no,no,no,no,no
"Macarthur, Camden & Wollondilly",Wollondilly,Warragamba,2752,/service-areas/macarthur-camden-and-wollondilly/wollondilly/warragamba,greater,90,90,yes,no,no,no,no,no
"Macarthur, Camden & Wollondilly",Wollondilly,Werombi,2570,/service-areas/macarthur-camden-and-wollondilly/wollondilly/werombi,greater,90,90,yes,no,no,no,no,no
"Macarthur, Camden & Wollondilly",Wollondilly,Wilton,2571,/service-areas/macarthur-camden-and-wollondilly/wollondilly/wilton,greater,90,90,yes,no,no,no,no,no
"Macarthur, Camden & Wollondilly",Wollondilly,Yanderra,2574,/service-areas/macarthur-camden-and-wollondilly/wollondilly/yanderra,greater,90,90,yes,no,no,no,no,no
"Inner West, Burwood & Canada Bay",Burwood,Burwood,2134,/service-areas/inner-west-burwood-and-canada-bay/burwood/burwood,core,60,60,yes,no,no,no,no,no
"Inner West, Burwood & Canada Bay",Burwood,Burwood Heights,2136,/service-areas/inner-west-burwood-and-canada-bay/burwood/burwood-heights,core,60,60,yes,no,no,no,no,no
"Inner West, Burwood & Canada Bay",Burwood,Enfield,2136,/service-areas/inner-west-burwood-and-canada-bay/burwood/enfield,core,60,60,yes,no,no,no,no,no
"Inner West, Burwood & Canada Bay",Burwood,Strathfield,2135,/service-areas/inner-west-burwood-and-canada-bay/burwood/strathfield,core,60,60,yes,no,no,no,no,no
"Inner West, Burwood & Canada Bay",Canada Bay,Abbotsford,2046,/service-areas/inner-west-burwood-and-canada-bay/canada-bay/abbotsford,core,60,60,yes,no,no,no,no,no
"Inner West, Burwood & Canada Bay",Canada Bay,Breakfast Point,2137,/service-areas/inner-west-burwood-and-canada-bay/canada-bay/breakfast-point,core,60,60,yes,no,no,no,no,no
"Inner West, Burwood & Canada Bay",Canada Bay,Cabarita,2137,/service-areas/inner-west-burwood-and-canada-bay/canada-bay/cabarita,core,60,60,yes,no,no,no,no,no
"Inner West, Burwood & Canada Bay",Canada Bay,Canada Bay,2046,/service-areas/inner-west-burwood-and-canada-bay/canada-bay/canada-bay,core,60,60,yes,no,no,no,no,no
"Inner West, Burwood & Canada Bay",Canada Bay,Chiswick,2046,/service-areas/inner-west-burwood-and-canada-bay/canada-bay/chiswick,core,60,60,yes,no,no,no,no,no
"Inner West, Burwood & Canada Bay",Canada Bay,Concord,2137,/service-areas/inner-west-burwood-and-canada-bay/canada-bay/concord,core,60,60,yes,no,no,no,no,no
"Inner West, Burwood & Canada Bay",Canada Bay,Concord West,2138,/service-areas/inner-west-burwood-and-canada-bay/canada-bay/concord-west,core,60,60,yes,no,no,no,no,no
"Inner West, Burwood & Canada Bay",Canada Bay,Drummoyne,2047,/service-areas/inner-west-burwood-and-canada-bay/canada-bay/drummoyne,core,60,60,yes,no,no,no,no,no
"Inner West, Burwood & Canada Bay",Canada Bay,Five Dock,2046,/service-areas/inner-west-burwood-and-canada-bay/canada-bay/five-dock,core,60,60,yes,no,no,no,no,no
"Inner West, Burwood & Canada Bay",Canada Bay,Liberty Grove,2138,/service-areas/inner-west-burwood-and-canada-bay/canada-bay/liberty-grove,core,60,60,yes,no,no,no,no,no
"Inner West, Burwood & Canada Bay",Canada Bay,Mortlake,2137,/service-areas/inner-west-burwood-and-canada-bay/canada-bay/mortlake,core,60,60,yes,no,no,no,no,no
"Inner West, Burwood & Canada Bay",Canada Bay,North Strathfield,2137,/service-areas/inner-west-burwood-and-canada-bay/canada-bay/north-strathfield,core,60,60,yes,no,no,no,no,no
"Inner West, Burwood & Canada Bay",Canada Bay,Rhodes,2138,/service-areas/inner-west-burwood-and-canada-bay/canada-bay/rhodes,core,60,60,yes,no,no,no,no,no
"Inner West, Burwood & Canada Bay",Canada Bay,Rodd Point,2046,/service-areas/inner-west-burwood-and-canada-bay/canada-bay/rodd-point,core,60,60,yes,no,no,no,no,no
"Inner West, Burwood & Canada Bay",Canada Bay,Russell Lea,2046,/service-areas/inner-west-burwood-and-canada-bay/canada-bay/russell-lea,core,60,60,yes,no,no,no,no,no
"Inner West, Burwood & Canada Bay",Canada Bay,Wareemba,2046,/service-areas/inner-west-burwood-and-canada-bay/canada-bay/wareemba,core,60,60,yes,no,no,no,no,no
"Inner West, Burwood & Canada Bay",Inner West,Annandale,2038,/service-areas/inner-west-burwood-and-canada-bay/inner-west/annandale,core,60,60,yes,no,no,no,no,no
"Inner West, Burwood & Canada Bay",Inner West,Ashbury,2193,/service-areas/inner-west-burwood-and-canada-bay/inner-west/ashbury,core,60,60,yes,no,no,no,no,no
"Inner West, Burwood & Canada Bay",Inner West,Ashfield,2131,/service-areas/inner-west-burwood-and-canada-bay/inner-west/ashfield,core,60,60,yes,no,no,no,no,no
"Inner West, Burwood & Canada Bay",Inner West,Balmain,2041,/service-areas/inner-west-burwood-and-canada-bay/inner-west/balmain,core,60,60,yes,no,no,no,no,no
"Inner West, Burwood & Canada Bay",Inner West,Balmain East,2041,/service-areas/inner-west-burwood-and-canada-bay/inner-west/balmain-east,core,60,60,yes,no,no,no,no,no
"Inner West, Burwood & Canada Bay",Inner West,Birchgrove,2041,/service-areas/inner-west-burwood-and-canada-bay/inner-west/birchgrove,core,60,60,yes,no,no,no,no,no
"Inner West, Burwood & Canada Bay",Inner West,Camperdown,2050,/service-areas/inner-west-burwood-and-canada-bay/inner-west/camperdown,core,60,60,yes,no,no,no,no,no
"Inner West, Burwood & Canada Bay",Inner West,Croydon,2132,/service-areas/inner-west-burwood-and-canada-bay/inner-west/croydon,core,60,60,yes,no,no,no,no,no
"Inner West, Burwood & Canada Bay",Inner West,Croydon Park,2133,/service-areas/inner-west-burwood-and-canada-bay/inner-west/croydon-park,core,60,60,yes,no,no,no,no,no
"Inner West, Burwood & Canada Bay",Inner West,Dulwich Hill,2203,/service-areas/inner-west-burwood-and-canada-bay/inner-west/dulwich-hill,core,60,60,yes,no,no,no,no,no
"Inner West, Burwood & Canada Bay",Inner West,Enmore,2042,/service-areas/inner-west-burwood-and-canada-bay/inner-west/enmore,core,60,60,yes,no,no,no,no,no
"Inner West, Burwood & Canada Bay",Inner West,Haberfield,2045,/service-areas/inner-west-burwood-and-canada-bay/inner-west/haberfield,core,60,60,yes,no,no,no,no,no
"Inner West, Burwood & Canada Bay",Inner West,Hurlstone Park,2193,/service-areas/inner-west-burwood-and-canada-bay/inner-west/hurlstone-park,core,60,60,yes,no,no,no,no,no
"Inner West, Burwood & Canada Bay",Inner West,Leichhardt,2040,/service-areas/inner-west-burwood-and-canada-bay/inner-west/leichhardt,core,60,60,yes,no,no,no,no,no
"Inner West, Burwood & Canada Bay",Inner West,Lewisham,2049,/service-areas/inner-west-burwood-and-canada-bay/inner-west/lewisham,core,60,60,yes,no,no,no,no,no
"Inner West, Burwood & Canada Bay",Inner West,Lilyfield,2040,/service-areas/inner-west-burwood-and-canada-bay/inner-west/lilyfield,core,60,60,yes,no,no,no,no,no
"Inner West, Burwood & Canada Bay",Inner West,Marrickville,2204,/service-areas/inner-west-burwood-and-canada-bay/inner-west/marrickville,core,60,60,yes,no,no,no,no,no
"Inner West, Burwood & Canada Bay",Inner West,Newtown,2042,/service-areas/inner-west-burwood-and-canada-bay/inner-west/newtown,core,60,60,yes,no,no,no,no,no
"Inner West, Burwood & Canada Bay",Inner West,Petersham,2049,/service-areas/inner-west-burwood-and-canada-bay/inner-west/petersham,core,60,60,yes,no,no,no,no,no
"Inner West, Burwood & Canada Bay",Inner West,Rozelle,2039,/service-areas/inner-west-burwood-and-canada-bay/inner-west/rozelle,core,60,60,yes,no,no,no,no,no
"Inner West, Burwood & Canada Bay",Inner West,St Peters,2044,/service-areas/inner-west-burwood-and-canada-bay/inner-west/st-peters,core,60,60,yes,no,no,no,no,no
"Inner West, Burwood & Canada Bay",Inner West,Stanmore,2048,/service-areas/inner-west-burwood-and-canada-bay/inner-west/stanmore,core,60,60,yes,no,no,no,no,no
"Inner West, Burwood & Canada Bay",Inner West,Summer Hill,2130,/service-areas/inner-west-burwood-and-canada-bay/inner-west/summer-hill,core,60,60,yes,no,no,no,no,no
"Inner West, Burwood & Canada Bay",Inner West,Sydenham,2044,/service-areas/inner-west-burwood-and-canada-bay/inner-west/sydenham,core,60,60,yes,no,no,no,no,no
"Inner West, Burwood & Canada Bay",Inner West,Tempe,2044,/service-areas/inner-west-burwood-and-canada-bay/inner-west/tempe,core,60,60,yes,no,no,no,no,no
"Inner West, Burwood & Canada Bay",Strathfield,Homebush,2140,/service-areas/inner-west-burwood-and-canada-bay/strathfield/homebush,core,60,60,yes,no,no,no,no,no
"Inner West, Burwood & Canada Bay",Strathfield,Homebush West,2140,/service-areas/inner-west-burwood-and-canada-bay/strathfield/homebush-west,core,60,60,yes,no,no,no,no,no
"Inner West, Burwood & Canada Bay",Strathfield,Strathfield South,2136,/service-areas/inner-west-burwood-and-canada-bay/strathfield/strathfield-south,core,60,60,yes,no,no,no,no,no
Sydney City & Eastern Suburbs,Randwick,Centennial Park,2021,/service-areas/sydney-city-and-eastern-suburbs/randwick/centennial-park,core,60,60,yes,no,no,no,no,no
Sydney City & Eastern Suburbs,Randwick,Chifley,2036,/service-areas/sydney-city-and-eastern-suburbs/randwick/chifley,core,60,60,yes,no,no,no,no,no
Sydney City & Eastern Suburbs,Randwick,Clovelly,2031,/service-areas/sydney-city-and-eastern-suburbs/randwick/clovelly,core,60,60,yes,no,no,no,no,no
Sydney City & Eastern Suburbs,Randwick,Coogee,2034,/service-areas/sydney-city-and-eastern-suburbs/randwick/coogee,core,60,60,yes,no,no,no,no,no
Sydney City & Eastern Suburbs,Randwick,Kensington,2033,/service-areas/sydney-city-and-eastern-suburbs/randwick/kensington,core,60,60,yes,no,no,no,no,no
Sydney City & Eastern Suburbs,Randwick,Kingsford,2032,/service-areas/sydney-city-and-eastern-suburbs/randwick/kingsford,core,60,60,yes,no,no,no,no,no
Sydney City & Eastern Suburbs,Randwick,La Perouse,2036,/service-areas/sydney-city-and-eastern-suburbs/randwick/la-perouse,core,60,60,yes,no,no,no,no,no
Sydney City & Eastern Suburbs,Randwick,Little Bay,2036,/service-areas/sydney-city-and-eastern-suburbs/randwick/little-bay,core,60,60,yes,no,no,no,no,no
Sydney City & Eastern Suburbs,Randwick,Malabar,2036,/service-areas/sydney-city-and-eastern-suburbs/randwick/malabar,core,60,60,yes,no,no,no,no,no
Sydney City & Eastern Suburbs,Randwick,Maroubra,2035,/service-areas/sydney-city-and-eastern-suburbs/randwick/maroubra,core,60,60,yes,no,no,no,no,no
Sydney City & Eastern Suburbs,Randwick,Matraville,2036,/service-areas/sydney-city-and-eastern-suburbs/randwick/matraville,core,60,60,yes,no,no,no,no,no
Sydney City & Eastern Suburbs,Randwick,Phillip Bay,2036,/service-areas/sydney-city-and-eastern-suburbs/randwick/phillip-bay,core,60,60,yes,no,no,no,no,no
Sydney City & Eastern Suburbs,Randwick,Randwick,2031,/service-areas/sydney-city-and-eastern-suburbs/randwick/randwick,core,60,60,yes,no,no,no,no,no
Sydney City & Eastern Suburbs,Randwick,South Coogee,2034,/service-areas/sydney-city-and-eastern-suburbs/randwick/south-coogee,core,60,60,yes,no,no,no,no,no
Sydney City & Eastern Suburbs,Sydney,Alexandria,2015,/service-areas/sydney-city-and-eastern-suburbs/sydney/alexandria,core,60,60,yes,no,no,no,no,no
Sydney City & Eastern Suburbs,Sydney,Barangaroo,2000,/service-areas/sydney-city-and-eastern-suburbs/sydney/barangaroo,core,60,60,yes,no,no,no,no,no
Sydney City & Eastern Suburbs,Sydney,Beaconsfield,2015,/service-areas/sydney-city-and-eastern-suburbs/sydney/beaconsfield,core,60,60,yes,no,no,no,no,no
Sydney City & Eastern Suburbs,Sydney,Chippendale,2008,/service-areas/sydney-city-and-eastern-suburbs/sydney/chippendale,core,60,60,yes,no,no,no,no,no
Sydney City & Eastern Suburbs,Sydney,Darlinghurst,2010,/service-areas/sydney-city-and-eastern-suburbs/sydney/darlinghurst,core,60,60,yes,no,no,no,no,no
Sydney City & Eastern Suburbs,Sydney,Darlington,2008,/service-areas/sydney-city-and-eastern-suburbs/sydney/darlington,core,60,60,yes,no,no,no,no,no
Sydney City & Eastern Suburbs,Sydney,Dawes Point,2000,/service-areas/sydney-city-and-eastern-suburbs/sydney/dawes-point,core,60,60,yes,no,no,no,no,no
Sydney City & Eastern Suburbs,Sydney,Elizabeth Bay,2011,/service-areas/sydney-city-and-eastern-suburbs/sydney/elizabeth-bay,core,60,60,yes,no,no,no,no,no
Sydney City & Eastern Suburbs,Sydney,Erskineville,2043,/service-areas/sydney-city-and-eastern-suburbs/sydney/erskineville,core,60,60,yes,no,no,no,no,no
